session,block,trial,phonemes
t15.2023.08.13,8,38,IY V IH N  |  AE F T ER  |  Y UW  |  W EY T  |  Y AO R  |  DH AE N  |  N EY S  | 
t15.2023.08.13,8,39,AY  |  G EH S  |  DH EY  |  M AH CH  |  B IY  |  V IH N AH S  | 
t15.2023.08.13,9,15,DH EY  |  K EY M  |  B AE K  |  L IH T ER  | 
t15.2023.08.13,9,16,W EH L  |  W AH T  |  T UW  |  Y UW  |  D UW  |  AA N  |  Y AO R  |  Y AA R D  | 
t15.2023.08.13,9,17,DH AE T S  |  W AY  |  DH EY  |  K AO L  |  DH EH M  |  S W UW M IH NG  |  P UH L Z  | 
t15.2023.08.13,9,18,IH T  |  K AH V ER Z  |  DH AH  |  B UH K  |  AH V  |  DH AH  |  D IH T AH L  |  IH K S P EH N S AH S  | 
t15.2023.08.13,9,19,T AO K  |  T UW  |  AW ER  |  R IH T IY  | 
t15.2023.08.13,9,20,Y UW  |  W ER  |  JH AH S T  |  AH P  |  DH EH R  |  DH EH N  | 
t15.2023.08.13,9,21,L AE S T  |  Y IH R  |  AO R  |  DH AH  |  Y IH R  |  B IH F AO R
t15.2023.08.13,9,22,K UW  |  TH IH NG  |  S AH TH  |  AH V  |  Y UW  |  CH OY S  |  F R AH M  |  DH AE T  |  SH OW  | 
t15.2023.08.13,9,23,L AY K  |  B L AE K  |  AY D  |  B IY  |  AH N D  |  DH AE T  |  K AY N D  |  AH V  |  TH IH NG  | 
t15.2023.08.13,9,24,IH F  |  HH IY  |  D IH D  |  S AH M TH IH NG  |  B AE D  | 
t15.2023.08.13,9,25,AY  |  TH IH NG K  |  DH EH R  |  AH  |  G UH D  |  T IY M  | 
t15.2023.08.13,9,26,AY  |  K AE N T  |  TH IH NG K  |  AH V  |  DH AH  |  N EY M  | 
t15.2023.08.13,9,27,AH  |  L AA R JH  |  S AW N D  |  K EH R  |  V AH S IH L AH T IY  |  N OW  | 
t15.2023.08.13,9,28,AA R  |  Y UW  |  R IH M AH N T  |  K AH N L IY  |  AO R  |  S AH M TH IH NG  |  IH T S  | 
t15.2023.08.13,9,29,DH AE T  |  K AY N D  |  Y UW V  |  R EH D  |  R IY S AH N L IY  | 
t15.2023.08.18,6,24,IH T  |  IH Z  |  R IH L IY  |  G UH D  | 
t15.2023.08.18,6,25,AY  |  D UW  |  P L EY  |  DH AH  |  B IY AE N OW  | 
t15.2023.08.18,6,26,K AH M EH N T  |  AH N D  |  JH OY N  |  DH AH  |  K AA N F ER S IH SH AH N  | 
t15.2023.08.18,6,27,DH AE T  |  IH Z  |  DH AH  |  P OY N T  |  AH V  |  DH IH S  |  AO R T AH K AH L  | 
t15.2023.08.18,6,28,W IY V  |  R IH M AA B AH L D  |  AO L  |  AW ER  |  Y UW N AH T S  | 
t15.2023.08.18,6,29,AH N AH DH ER  |  R IY L  |  G UH D  |  W AH N  | 
t15.2023.08.18,6,30,IH T S  |  M AO R  |  IH F IH SH AH N  |  T UW  |  D UW  |  DH IH NG S  |  DH AH S EH L F  | 
t15.2023.08.18,6,31,AY  |  G EY S  |  DH AE T  |  AY  |  R IH L IY  |  D OW N T  |  N OW  |  DH AE T  |  M AH CH  | 
t15.2023.08.18,6,32,D OW N T  |  T EH L  |  DH AE T  |  T UW  |  AH  |  N IH T AH V  |  T EH K S AH N  |  N OW  | 
t15.2023.08.18,6,33,AY  |  W IH SH  |  AY  |  K UH D  | 
t15.2023.08.18,6,34,AY  |  K AE N  |  AO R D L IY  |  R EY T  | 
t15.2023.08.18,6,35,DH EH R  |  G OW IH NG  |  T UW  |  B IY  |  IH N  |  IY V IH N  |  W AA S  |  SH IH P  | 
t15.2023.08.18,6,36,DH EY  |  B L OW  |  DH AH  |  V IH S AH L  |  AA N  |  IH F  |  K AH DH ER  | 
t15.2023.08.18,6,37,AY  |  W UH D  |  M AH CH  |  R AE DH ER  |  OW L N  |  M AY  |  OW N  |  HH OW M  | 
t15.2023.08.18,6,38,N AA T  |  IY V IH N  |  AH  |  T R AE SH IY  |  S L AH K  | 
t15.2023.08.18,6,39,D R AO  |  EH N IY  |  K AH N K L UW ZH AH N Z  |  B EY S T  |  AA N  |  R IY L  |  IH N T AH L UW S AH  | 
t15.2023.08.18,6,41,JH AH S T  |  T UW  |  F L OW T  |  IH T  | 
t15.2023.08.18,6,42,DH AE T  |  IH Z  |  JH AH S T  |  P ER S IH N AH L  |  F IH L IH NG  | 
t15.2023.08.18,6,43,DH EY  |  D OW N T  |  S IY  |  IY CH  |  AH DH ER  |  V EH R IY  |  AO F T AH N  | 
t15.2023.08.18,6,44,IH T  |  HH AE Z  |  B IH N  |  R IY L  |  G UH D  |  T AO K IH NG  |  T UW  |  Y UW  | 
t15.2023.08.18,6,45,R EH D IH NG  |  AH N D  |  TH IH NG Z  |  L AY K  |  DH IH S  | 
t15.2023.08.18,6,46,DH EY  |  T R AY  |  T UW  |  L OW  |  IH N  |  G UH D  |  S T AH F  | 
t15.2023.08.18,6,47,IH F  |  Y UW  |  G EH T  |  P L IH NG S  | 
t15.2023.08.18,6,48,AY  |  TH IH NG K  |  DH IH S  |  IH Z  |  L AY K  |  T UW  |  Y IH R Z  |  AH G OW  | 
t15.2023.08.18,6,49,DH AH  |  B IY P  |  IH N  |  DH AH  |  B AE K G R AW N D  | 
t15.2023.08.18,7,25,HH IY  |  HH AE Z  |  IH T  |  R IH L IY  |  N AY S  | 
t15.2023.08.18,7,26,IH Z  |  HH IY  |  AH  |  P R AA B L AH M  |  CH AY L D  | 
t15.2023.08.18,7,27,T UW  |  G R OW  |  AH P  |  AH N D  |  T UW  |  D IH S AY D  |  W AH T  |  DH EY  |  W AA N T  |  T UW  |  D UW  | 
t15.2023.08.18,7,28,DH EY  |  HH AE D  |  N OW  |  JH OY S  |  B AH T  |  T UW  |  L IY V  | 
t15.2023.08.18,7,29,S AE N D L IY  |  DH EH R  |  AE Z K  |  T UW  |  B IY  |  AH  |  K AH L IH ZH AH N  | 
t15.2023.08.18,7,30,Y UW  |  G EH T  |  M AO R  |  S T AH F  | 
t15.2023.08.18,7,31,SH IY  |  S EH D  |  DH AE T  |  DH AH  |  K L OW ZH IY M Z  |  W UH D  |  B IY  |  P R ER M AA N AH T  | 
t15.2023.08.18,7,32,DH EY  |  AO L  |  L AH P  |  AE Z  |  HH IY  |  JH AA L D  |  AW T  |  T UW  |  JH OY N  |  DH EH M  | 
t15.2023.08.18,7,33,AY  |  TH IH NG K  |  IH T  |  W UH D  |  D UW  |  S AH M TH IH NG  |  F AO R  |  IH T  | 
t15.2023.08.18,7,34,AY  |  D OW N T  |  L AY V  |  IH N  |  AH  |  HH AW S  | 
t15.2023.08.18,7,35,S OW  |  HH IY Z  |  AH  |  F AE N  |  AH V  |  IH N T ER IY  | 
t15.2023.08.18,7,36,DH AE T  |  W AA Z  |  AO L M OW S T  |  AE N  |  IH G Z AE M P AH L  | 
t15.2023.08.18,7,37,AH T IH SH AH N  |  IH Z  |  W AA N T  |  M OW S T  |  AH V  |  DH EH M  |  N IY D  | 
t15.2023.08.18,7,38,AE N  |  IH N D AH N AE SH AH N AH L  |  P AA K R AH EY SH AH N  | 
t15.2023.08.18,7,39,W AA N T  |  T UW  |  G OW  |  HH AH N T IH NG  | 
t15.2023.08.18,7,40,N OW  |  IH M IY D IY AH T  |  R IH P OY T S  |  AH V  |  K AE ZH AH W AH L IY Z  | 
t15.2023.08.18,7,41,Y UW  |  HH AE V  |  T UW  |  W ER K  |  ER AW N D  |  IH T  | 
t15.2023.08.18,7,42,K AH N F Y UW ZH AH N  |  AH N D  |  AH S T ER T AH N T IY  | 
t15.2023.08.18,7,43,DH EH R  |  IH Z  |  N OW  |  K OW B  |  P IH K  |  AH P  | 
t15.2023.08.18,7,44,W AH T  |  HH AE P AH N Z  |  IH F  |  W IY  |  L UW Z  |  W ER S  | 
t15.2023.08.18,7,45,DH EH R  |  W AA Z  |  N OW  |  P OY N T  |  IH N  |  D IH R IH NG  |  W IH DH  |  HH IH M  | 
t15.2023.08.18,7,46,N AA T  |  K W AY T  |  DH AE T  |  AO F AH N  | 
t15.2023.08.18,7,47,D OW N T  |  T R AE M AH L  |  T UW  |  M AH CH  | 
t15.2023.08.18,7,48,W AH T S  |  IH T  |  L AY K  |  F R AH M  |  AE N  |  AO R D IH S  |  P OY N T  |  AH V  |  V Y UW  | 
t15.2023.08.18,7,49,IH T  |  L UH K S  |  L AY K  |  DH EY V  |  G AA T  |  AH  |  W IH P AH N  | 
t15.2023.08.20,7,25,AY  |  HH AE V  |  TH R IY  |  L EH F T  |  IH N  |  DH AH  |  HH AW S  | 
t15.2023.08.20,7,26,DH AE T  |  AY D IY AH  |  F IH K T S  |  M IY  |  IH G Z AE K T L IY  | 
t15.2023.08.20,7,27,IH F  |  AY  |  HH AE D  |  T UW  |  B IH G  |  AH  |  F EY V ER IH T  |  T IY M  | 
t15.2023.08.20,7,28,B R IY IH NG  |  S AH M TH IH NG  |  F AO R  |  AH  |  P AA D L IH K  |  P IY G N AH T  | 
t15.2023.08.20,7,29,AY M  |  B IH G  |  V EH R IY  |  G UH D  | 
t15.2023.08.20,7,30,HH IY  |  W ER K S  |  AA N  |  DH AH  |  R EH R AH D  | 
t15.2023.08.20,7,31,AY  |  G OW  |  W IH DH  |  G UH D  |  IH N T EY SH AH N Z  | 
t15.2023.08.20,7,32,N OW  |  DH EH R Z  |  N OW  |  W EY  | 
t15.2023.08.20,7,33,DH AE T  |  W IH L  |  S EH D  |  W AH N D ER F AH L  | 
t15.2023.08.20,7,34,Y AO R  |  K AA R  |  IH Z  |  F AY N  |  AH N D  |  EH V R IY TH IH NG
t15.2023.08.20,7,35,L AY K  |  S EH K AH N D  |  SH AA B Z  |  DH AE T  |  DH EY  |  W ER K  |  IH N  |  DH AH  |  AE F T AH Z AH N Z  | 
t15.2023.08.20,7,36,W UH D AH N T  |  DH AE T  |  B IY  |  AO F AH L  |  IH F  |  Y UW  |  W ER  | 
t15.2023.08.20,7,37,W IY R  |  S AH P OW S T  |  T UW  |  B IY  | 
t15.2023.08.20,7,38,G OW  |  T UW  |  T EY K  |  AH  |  SH EH ER  | 
t15.2023.08.20,7,39,HH AY EH V ER  |  DH EH R  |  IH Z  |  N OW  |  AE K CH UW AH L  |  W EY  |  T UW  |  M EH ZH ER  |  DH IH S  | 
t15.2023.08.20,7,40,R IH L IY  |  W EH L  |  R EH G Y AH L EY T AH T  | 
t15.2023.08.20,7,41,DH EH R Z  |  N AH TH IH NG  |  R AO NG  |  W IH DH  |  DH AE T  | 
t15.2023.08.20,7,42,AH DH ER  |  S T EY T S  |  HH AE V  |  T EY K AH N  |  S T R AO NG G ER  |  V EH ZH ER Z  | 
t15.2023.08.20,7,43,W IH CH  |  AY  |  TH AO T  |  W AA Z  |  AH  |  R IY L  |  IH N T AH R EH S T IH IY  |  K W EH S AH N  | 
t15.2023.08.20,7,44,IH T S  |  AE Z  |  M AH CH  |  R IY CH AH Z  |  AE Z  |  DH EY  |  K AE N  |  P AA S AH L IY  |  D UW  | 
t15.2023.08.20,7,45,Y UH R  |  K AA L IH S AH B AH L  |  AA N  |  DH AE T  | 
t15.2023.08.20,7,46,D UW  |  Y UW  |  S EH L  |  DH EH M  | 
t15.2023.08.20,7,47,N EH V ER  |  B EY T IH D  |  DH AH  |  AW T S AY D  | 
t15.2023.08.20,7,48,N AW  |  IH T S  |  B AE K  |  AH G EH N  | 
t15.2023.08.20,7,49,W IY R  |  N EH V ER  |  K OW IH NG  |  T UW  |  G EH T  |  DH AE T  |  B AE K  | 
t15.2023.08.20,8,25,AY  |  D OW N T  |  S IY  |  TH IH NG Z  |  CH EY N JH IH NG  |  R IH L IY  | 
t15.2023.08.20,8,26,HH UW  |  Y UW  |  N EH V ER  |  IH K S P EH K T  |  T UW  |  W EH N  | 
t15.2023.08.20,8,27,D IH D  |  Y UW  |  S IY  |  P ER S IH F IH NG  |  AY S  | 
t15.2023.08.20,8,28,DH EH R  |  W AA Z  |  S AH M  |  R IH L IY  |  N AY S T IY  |  P ER T R ER N EY N IH NG  | 
t15.2023.08.20,8,29,DH AH  |  D IH S IH ZH AH N  |  AH P EH L D  |  AH  |  L OW ER  |  K AO R T  |  R IH L IY  | 
t15.2023.08.20,8,30,AY  |  TH IH NG K  |  DH AE T  |  IH Z  |  AE N  |  EH K S AH L AH T  |  P R OW G R AE M  | 
t15.2023.08.20,8,31,DH AH  |  P AH L IH T AH K AH L  |  AE EH K S P IH K T  | 
t15.2023.08.20,8,32,S IH N S  |  AY  |  D UW  |  AH  |  L AA T  |  AH V  |  P R AA G AH S  | 
t15.2023.08.20,8,33,DH EY  |  D IH D AH N T  |  K AH T  |  AH S  |  AO F  | 
t15.2023.08.20,8,34,EH V ER IY  |  M EY JH ER  |  S IH T IY  |  HH AE Z  |  AH  |  TH IY OW T ER  | 
t15.2023.08.20,8,35,DH AH  |  R OW L  |  IH N  |  DH AH  |  F AE M AH L IY  | 
t15.2023.08.20,8,36,W IY  |  D OW N T  |  R IH L IY  |  IH T  |  AW T  |  T UW  |  M AH CH  | 
t15.2023.08.20,8,38,G IH V  |  AE N  |  IH N S IH D AH F  | 
t15.2023.08.20,8,39,DH EY  |  L AY V  |  IH T  |  AH P  |  T UW  |  Y UW  |  AH N D  |  Y AO R  |  JH AH S T AH N T  | 
t15.2023.08.20,8,40,T UW  |  B AE K S  |  D UW P L EY S  | 
t15.2023.08.20,8,41,K UH D  |  Y UW  |  HH AE V  |  S T OW  | 
t15.2023.08.20,8,42,W EH N  |  DH EY  |  W ER  |  S AH NG G ER  | 
t15.2023.08.20,8,43,AY  |  HH OW P  |  Y UW  |  EH N JH OY D  |  DH IH S  | 
t15.2023.08.20,8,44,AY  |  W AA Z  |  P R IH T IY  |  SH AA K T  |  AE T  |  DH AE T  | 
t15.2023.08.20,8,45,N AA T  |  DH AE T  |  AY V  |  B IH N  |  AH W EH R  |  AH V  | 
t15.2023.08.20,8,46,AY  |  W AA Z  |  G OW IH NG  |  T UW  |  S IY  |  AY  |  AO L W EY Z  |  EH N JH OY D  |  DH AE T  | 
t15.2023.08.20,8,47,IH T S  |  N AA T  |  L AY K  |  AY M  |  G OW IH NG  |  HH OW M  | 
t15.2023.08.20,8,48,D UW  |  DH EY  |  AO L  |  L AY V  |  IH N  |  DH AH  |  EH R IY AH  | 
t15.2023.08.20,8,49,AA R  |  R UW D  |  B AY  |  DH EH R  |  K IH D Z  | 
t15.2023.08.25,1,25,IH T S  |  AH  |  M IH N IY
t15.2023.08.25,1,26,DH EY  |  HH AE V  |  DH AH  |  M EH R IY AH
t15.2023.08.25,1,27,AH L T AH M AH L IY  |  W AH N  |  Y UW  |  D UW  |  IH Z  |  Y AO R  |  D IH S IH ZH AH N
t15.2023.08.25,1,28,AY  |  TH IH NG K  |  DH EY  |  G OW  |  T UW  |  F AA R  | 
t15.2023.08.25,1,29,DH AH  |  B EH S T  |  IH N S IH P AH L  | 
t15.2023.08.25,1,30,S AA L ER  |  P AW ER  |  S AE N AH L IH
t15.2023.08.25,1,31,B IH F AO R  |  AY  |  R IH T AY ER D
t15.2023.08.25,1,32,DH EY  |  K AE N  |  B IY  |  L IH L EH K T IH V  | 
t15.2023.08.25,1,33,AY  |  W EH R  |  L AA T S  |  AH V  |  SH AO R T
t15.2023.08.25,1,34,M EY B IY  |  F AY V  |  AO R  |  S IH K S  |  Y IH R Z  |  AH G OW
t15.2023.08.25,1,35,AY V  |  D AH N  |  P R IH T IY  |  G UH D  |  AE T  | 
t15.2023.08.25,1,36,DH AH  |  M AO R  |  R UW V M  |  DH EY  |  N IY D  |  T UW  |  EH K S CH AH S AY
t15.2023.08.25,1,37,W IY  |  W IH L  |  AH P IY L  |  DH IH S  |  D IH S IH ZH AH N
t15.2023.08.25,1,38,AH N D  |  AH  |  DH AE T  |  L IY S  |  AH S  |  T UW  |  AW ER  |  N IH K S  |  P OY N T  | 
t15.2023.08.25,1,39,AH T JH EH S T L IY  |  W EH N  |  Y UW  |  G EH T  |  D AH N  | 
t15.2023.08.25,1,40,AY  |  N UW  |  R AY T  |  AH W EY  |  HH IY  |  SH UW D AH N T  |  JH AY  |  T UW  |  JH AH CH  |  DH AH  |  T AO K ER  | 
t15.2023.08.25,1,41,HH AW  |  SH UH D  |  DH EY  |  D UW  |  IH T
t15.2023.08.25,1,42,M AY  |  W AY F  |  K AY N D  |  AH V  |  L AE S  | 
t15.2023.08.25,1,43,AE F T ER  |  F AY V  |  Y UW Z
t15.2023.08.25,1,44,D UW  |  S AH M TH IH NG  |  T UW  |  B IY T ER F AH L F  |  DH AH  |  S K UW L  |  P R AA B AH N IY
t15.2023.08.25,1,45,JH AH S T  |  T UW  |  G EH T  |  AH  |  T AY M  |  DH AE T  |  W IY  |  K AE N  |  B OW TH  |  G OW  | 
t15.2023.08.25,1,46,DH EH N  |  Y UW  |  HH AE V  |  T UW  |  M EY K  |  AH  |  S AE L AH
t15.2023.08.25,1,47,B AH T  |  IH T S  |  AH L AO NG  |  DH AH  |  L AY K S  | 
t15.2023.08.25,1,48,DH AE T S  |  N IY T  |  DH AH S Y UW  |  L AY K  |  W AA S T  |  T IY CH IH NG  |  AO L S UW  | 
t15.2023.08.25,1,49,AY M  |  AO L R EH D IY  |  AA N  |  M AY  |  JH AA
t15.2023.08.27,1,25,AH  |  L IH T AH L  |  T R IY K AH N D  |  F AO R  |  IH CH  |  D EY
t15.2023.08.27,1,26,N OW IH NG  |  Y AO R  |  CH OY S AH
t15.2023.08.27,1,27,F R OY D  |  S L AE M Z  |  HH EH D  |  AH G EH N S  |  D EH S  | 
t15.2023.08.27,1,28,Y UW  |  G EH T  |  P L EY M  |  DH EH M  | 
t15.2023.08.27,1,29,P R AA B AH B L IY  |  M EH G ER T S  |  AH V  |  D AA L ER Z
t15.2023.08.27,1,30,S OW  |  AY  |  G AA T  |  AH N D ER  |  DH EH R  |  AH N D  |  M EH S T  |  W IH DH  |  DH AH  |  V
t15.2023.08.27,1,31,AE Z  |  F AO R  |  AE Z  |  JH AH S T  |  HH AE V IH NG  |  HH AE D AH G Z  |  ER AW N D  | 
t15.2023.08.27,1,32,IH T  |  W UH D  |  D IH P EH N D  |  AH B AW T  |  W IH CH  |  W AH N  |  Y UW  |  W AA
t15.2023.08.27,1,33,DH AE T  |  W AH N  |  W AA Z AH N T  |  R IH L IY  |  W EH L  |  T R EY D
t15.2023.08.27,1,34,HH IY  |  AO L S ER  |  W AH T S  |  T UW  |  S IY  |  M AO R  |  S K UW L  |  S EY F T IY  | 
t15.2023.08.27,1,35,L AE S T  |  S EY  |  D IH P AH K AH L
t15.2023.08.27,1,36,T UW  |  Y UW  |  K AH N T ER N IY UW  | 
t15.2023.08.27,1,37,AY  |  P UH T  |  AO L  |  DH AH  |  M AH N IY  |  IH N T UW  |  IH T  | 
t15.2023.08.27,1,38,AH N D  |  IH T S  |  JH AH S T  |  IH N R EH T AH B
t15.2023.08.27,1,39,IH T S  |  M AH N IY  |  AY  |  W AA Z  |  R EH D
t15.2023.08.27,1,40,AY  |  S T IH L  |  G AA T  |  AH  |  K AH P AH L  |  AH V  |  Y UW S  |  AA N  |  IH N  |  T UW  |  G OW  | 
t15.2023.08.27,1,41,W IY  |  D OW N T  |  HH AE V  |  EH N IY W EH R  |  T UW  |  G OW  | 
t15.2023.08.27,1,42,AH N D  |  IH T S  |  D IH S IH ZH AH N  |  K AE N  |  L IY N  |  T UW  |  AH  |  D IH F ER AH N T  |  R IH Z
t15.2023.08.27,1,43,W AH N  |  IH N  |  DH AH  |  M AO R N IH NG  |  AH N D  |  W AH N  |  IH N  |  DH AH  |  EH V N IH NG  | 
t15.2023.08.27,1,44,K AE N  |  Y UW  |  AH M AE JH AH N
t15.2023.08.27,1,45,IH T S  |  AH B AW T  |  TH ER D IY  |  S IH K S  |  M AY L Z  |  AH W EY  | 
t15.2023.08.27,1,46,AY  |  K AE N  |  G AA T  |  DH AE T  |  M AH CH  |  AO V  |  DH AH  |  EH N D  | 
t15.2023.08.27,1,47,AE Z  |  L AO NG  |  AE Z  |  HH IY  |  P AH N S  |  IH N  |  DH AH  |  AW ER Z  |  HH IY  |  N UW N S  |  T UW  |  D UW  | 
t15.2023.08.27,1,48,DH AE T  |  W AH N  |  DH AE T  |  Y UW  |  HH AE D  | 
t15.2023.08.27,1,49,B OW TH  |  AH V  |  DH AH  |  CH IH L D R AH N  |  W EY  |  IH N  |  K AA L IH JH  | 
t15.2023.09.01,8,25,Y UW  |  K AE N  |  G EH T  |  DH AH  |  IH N F AO R M EY SH AH N  |  T UW  |  S EH T  |  IH T  |  AH P  | 
t15.2023.09.01,8,26,F AY N D  |  AH  |  P L EY S  |  DH AE T  |  HH AE Z  |  AH  |  N AY S  |  JH AA B  | 
t15.2023.09.01,8,27,T UW  |  B IH K  |  DH AH  |  R AY T  |  P ER S AH N  | 
t15.2023.09.01,8,28,AY  |  G EH T  |  K AO L Z  |  AE T  |  HH OW M  | 
t15.2023.09.01,8,29,S AH M B AA D IY  |  W AA Z  |  T AA L IH NG  |  M IY  | 
t15.2023.09.01,8,30,AH  |  K AH P AH L  |  AH V  |  P R AA B L AH M Z  | 
t15.2023.09.01,8,31,B AH T  |  DH AE T  |  W AA Z  |  AH  |  R IH L IY  |  F AH N  | 
t15.2023.09.01,8,32,IH T  |  S AH M Z  |  L AY K  |  IH T S  |  K UH D  | 
t15.2023.09.01,8,33,AY  |  V OW T  |  R IH L IH SH AH L IY  | 
t15.2023.09.01,8,34,DH EH R  |  EH K S AH L AH T  | 
t15.2023.09.01,8,35,N EY K  |  HH AE Z  |  G R EY T  |  V IH ZH AH N  | 
t15.2023.09.01,8,36,DH AE T S  |  JH AH S T  |  AE N  |  IH K S T R IY M  |  IH G Z AE M P AH L  | 
t15.2023.09.01,8,37,AH  |  L AA T  |  AH V  |  TH IH NG Z  |  AA R  |  R IH L IY  |  V AY L AH N T  |  T AY P  |  M UW V IY Z  | 
t15.2023.09.01,8,38,AY  |  TH IH NG K  |  L AE D  |  B IY  |  N IY T  | 
t15.2023.09.01,8,39,P UH T  |  AO L  |  Y AO R  |  R IY S AY K L AH B AH L Z  |  IH N  |  DH AE T  |  W AH N  | 
t15.2023.09.01,8,40,Y UH R  |  P R EH Z AH N T  |  L OW K EY SH AH N  | 
t15.2023.09.01,8,41,AY L  |  T EY K  |  IH T  |  AW T  | 
t15.2023.09.01,8,42,P IY P AH L  |  G OW IH NG  |  IH N T UW  |  D IH F ER AH N T  |  F IY L Z  | 
t15.2023.09.01,8,43,AY  |  G EH S  |  DH AH  |  K W EH S CH AH Z  |  IH Z  |  IH N  |  M AY  |  M AY N D  | 
t15.2023.09.01,8,44,L EH T S  |  T AO K  |  AH B AW T  |  HH IY R  |  P AH L UW SH AH N  | 
t15.2023.09.01,8,45,AY  |  W OW N T  |  B IY  |  D R AY V IH NG  | 
t15.2023.09.01,8,46,W IH CH  |  IH Z  |  AH  |  G UH D  |  D IY L  | 
t15.2023.09.01,8,47,AY  |  N OW  |  L AA T S  |  AH V  |  W IH M AH N  |  W UH D  |  D UW  |  IH T  |  AO L  |  DH AH  |  T AY M  | 
t15.2023.09.01,8,48,DH IH S  |  IH Z  |  M AY  |  D EY N JH Z  |  P AA R T  | 
t15.2023.09.01,8,49,Y UW  |  K UH D  |  S T IH K  |  T UW  |  DH AE T  | 
t15.2023.09.01,9,25,EH N JH OY  |  DH AH  |  IH N V EH CH ER  | 
t15.2023.09.01,9,26,AY  |  D OW N T  |  HH AE V  |  EH K S EH S  |  AH DH ER  | 
t15.2023.09.01,9,27,S ER T AH N L IY  |  IH F  |  Y UW  |  W AA CH  |  IH T  |  EH N IY  |  AH M AW N T  |  AH V  |  T AY M  | 
t15.2023.09.01,9,28,N OW  |  IH N K AH M  |  T EH K S AH Z  |  IH N  |  T EH K S AH S  | 
t15.2023.09.01,9,29,AY  |  D OW N T  |  N OW  |  IH F  |  Y UW  |  HH AE V  |  W AH N  | 
t15.2023.09.01,9,30,W AY  |  AA R  |  AW ER  |  P R IH Z AH N Z  |  OW V ER R AY T IH D  | 
t15.2023.09.01,9,31,DH EY  |  W UH D  |  F OW T  |  P R UW  |  CH OY S  | 
t15.2023.09.01,9,32,W EH N  |  HH IY  |  G AH M Z  |  T UW  |  S K UW L  | 
t15.2023.09.01,9,33,IH T  |  W AA Z  |  L AY K  |  F AY V  |  AO R  |  S IH K S  |  D AA L ER Z  | 
t15.2023.09.01,9,34,AY  |  JH AH S T  |  TH AO T  |  DH AE T  |  DH EY  |  B R AH G  |  AH P  | 
t15.2023.09.01,9,35,IH T S  |  OW N L IY  |  L AY K  |  AH L EH V AH N T  |  HH AH N D R AH D  |  S T W EH R  |  F IY T  | 
t15.2023.09.01,9,36,D OW N T  |  B L AO  |  DH EH R  |  EH N D  |  AH V  | 
t15.2023.09.01,9,37,W EH N  |  HH IY  |  K AH M Z  |  DH AH  |  F AY N ER  |  D IH S IH ZH AH N  |  W IH L  |  B IY  |  M EY D  | 
t15.2023.09.01,9,38,DH AH  |  K AA R P AH N IH NG  |  IH Z  |  G R AH NG S  | 
t15.2023.09.01,9,39,K IY  |  P OY N T S  |  F R AH M  |  DH AH  |  M EY N Z  |  R IH P AO R T  | 
t15.2023.09.01,9,40,TH R IH R  |  AW T  |  AW ER  |  B EY S M AH N T  | 
t15.2023.09.01,9,41,N UW  |  K AA R P AH N T  |  AH N D  |  EH V R IY TH IH NG  | 
t15.2023.09.01,9,42,DH EY  |  W UH D  |  HH AE V  |  HH AE D  |  K IH D Z  |  R AH N IH NG  |  ER AW N D  |  B AY  |  DH EH N  | 
